molecule_chembl_id,canonical_smiles,standard_value,standard_units,standard_type,target_pref_name,target_organism,activity_comment,assay_description,document_journal,document_year,log_standard_value,MolecularWeight,LogP,NumHDonors,NumHAcceptors,TPSA,NumRotatableBonds,Fingerprint
CHEMBL2063873,Cc1ccc(NS(=O)(=O)c2ccc(Cl)cc2)c(/N=C/c2cc(Cl)cc(Cl)c2O)c1,62000,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,,Inhibition of amyloid beta42 aggregation assessed as reduction in fluorescence measured immediately post-compound addition by thioflavin T-based fluorometry,J Med Chem,2012,4.792398694191473,218.208,2.1760000000000006,4,4,80.92,1,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000010000000000000000000000000000000000000000000000000000000000000000000100000000000000000000100000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
CHEMBL2063874,Cc1ccc(NS(=O)(=O)c2ccc(Cl)cc2)c(N)c1,30000,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,,Inhibition of amyloid beta42 aggregation assessed as reduction in fluorescence measured immediately post-compound addition by thioflavin T-based fluorometry,J Med Chem,2012,4.477135730961123,294.30600000000004,3.843000000000002,4,4,80.92,2,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000100000000000000000000100000000000000000000000000000000000000000000000000000000000000000001000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000010000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
CHEMBL2063874,Cc1ccc(NS(=O)(=O)c2ccc(Cl)cc2)c(N)c1,23000,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,,Inhibition of amyloid beta42 aggregation assessed as reduction in fluorescence after 4 days by thioflavin T-based fluorometry,J Med Chem,2012,4.361746717975897,294.30600000000004,3.843000000000002,4,4,80.92,2,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000100000000000000000000010000000000000000000000000000000000000000000000000000000000000000000100000000000000000000100000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000010000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
CHEMBL465398,O=C(O)[C@]1(O)C[C@@H](O)[C@@H](O)[C@H](O)C1,100000,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,,Inhibition of human amyloid beta (1 to 42) aggregation after 24 hrs by thioflavin-T fluorescence assay,Bioorg Med Chem,2012,5.000004342923105,378.42800000000017,2.8065000000000007,0,6,62.99,5,00000000000000000000000000000000000000000000000000000000000000000000000000100000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000010000000000000001000000000000000000000000000100000000100000001000000000000000000000000000000000000000000000000000000000000000000100000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000100000000001000000000000000000010000000100000000000000000000001000000000000000000000000000000000000000000000000000000000000001000000000000000000000000010000000000000000000000000000000001000010000000000000000000000000000100000000000000000000000000000000000000000000000000100000000100000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000010000100000001000000000000000000000000000000100000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000011000000000000000000000001000000000000000000000000000000000000000000000000000000000000001000000000001000000000000000000000000000100000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000010000000000010000100000000000000001000000000000000000000000000001000000000000000001000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000001000000000000000000100000000000000000000000000000000000000000000000000000000
CHEMBL145,O=C(O)/C=C/c1ccc(O)c(O)c1,32800,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,,Inhibition of human amyloid beta (1 to 42) aggregation after 24 hrs by thioflavin-T fluorescence assay,Bioorg Med Chem,2012,4.515887084195267,380.40400000000017,1.5965000000000003,0,8,88.77,5,00000000000000000000000000000000000000000000000000000000000000000000000000100000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000010000000000000001000000000000000000000000000100000000100000001000000000000000000000000000000000000000000000000000000010000000000000000000000000000100000000000000000000000000000000000000001000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000100000000001000000000000000000000000000100000000000000000000001000000000000000000000000000000000000000000000000000000000000001000000000000000000000000010000000000000000000000000000000001000010000000000000000000000000000100000000000000000000000000000000000000000000000000100000000100000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000010000000000001000000000000000000000000000000100000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000011000000000000000000000000000000000000000000000000000000000000000000000010000000000000001000000000001000000000000000000000000000100000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000010000000000000000000000001000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000010000000000010000100000000000000000000000000000000000000001000001000000000010000001000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000001000000000000000000100000000000000000000000000000000000000000000000000000000
CHEMBL27246,O=C(O)/C=C/c1ccccc1,100000,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,,Inhibition of human amyloid beta (1 to 42) aggregation after 24 hrs by thioflavin-T fluorescence assay,Bioorg Med Chem,2012,5.000004342923105,303.31399999999996,1.3165,0,6,68.97999999999999,4,00000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000010000000000000001000000000000000000000000000100000000100000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000100000000001000000000000000000000000000100000000000000000000001000000000000000000000000000000000000000000000000000000000000001000000000000000000000000010000000000000000000000000000000001000010000000000000000000000000000100000000000000000000000000000000000000000000000000100000000100000000000000100000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000010000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000011000000000000000000000001000000000000000000000000000000000001000000000000000000000000001000000000001000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000010000000000010000100000000000000000000000000000000000000001000001000000000000000001000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000001000000000000000000100000000000000000000000000000000000000000000000000000000
CHEMBL284616,O=C(/C=C/c1ccc(O)c(O)c1)O[C@@H]1C[C@](O)(C(=O)O)C[C@@H](O)[C@H]1O,92900,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,,Inhibition of human amyloid beta (1 to 42) aggregation after 24 hrs by thioflavin-T fluorescence assay,Bioorg Med Chem,2012,4.968020388828351,377.44000000000017,3.8639000000000028,0,5,59.75,5,00000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000010000000000000001000000000000000000000000000100000000100000001000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000100000000001000000000000000000000000000100000000000000000000001000000000000000000000000000000000000000000000000000000000000001000000000000000100001000010000000000000000000000000000000001000010000000000000000000000000000100000000000000000000000000000000000000000000000000100000000100000000000000000000000000000000000000000000000100000000000000000000000000000000000100000000000000000000000010000000000001000000000000000000000000000000100000000000000000000000000000000000000000000000000000000001000000000010000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000001000000000000000001000000000000000000000000000000001000000000000100000000000000000000000000000000000000000000000000000011000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000001000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000001000000000000000000000000000001000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000010000000000010000100000000000000000000000000000000000000000000001000000000000000001000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000001000000000000000000100000000100000000000000000000000000000000000000000000000
CHEMBL416955,COC(=O)[C@]1(O)C[C@@H](O)[C@@H](O)[C@H](OC(=O)/C=C/c2ccc(O)c(O)c2)C1,100000,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,,Inhibition of human amyloid beta (1 to 42) aggregation after 24 hrs by thioflavin-T fluorescence assay,Bioorg Med Chem,2012,5.000004342923105,378.42800000000017,2.8065000000000007,0,6,62.99,5,00000000000000000000000000000000000000000000000000000000000000000000000000100000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000010000000000000001000000000000000000000000000100000000100000001000000000000000000000000000000000000000000000000000000000000000000100000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000100000000001000000000000000000010000000100000000000000000000001000000000000000000000000000000000000000000000000000000000000001000000000000000000000000010000000000000000000000000000000001000010000000000000000000000000000100000000000000000000000000000000000000000000000000100000000100000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000010000100000001000000000000000000000000000000100000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000011000000000000000000000001000000000000000000000000000000000000000000000000000000000000001000000000001000000000000000000000000000100000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000010000000000010000100000000000000001000000000000000000000000000001000000000000000001000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000001000000000000000000100000000000000000000000000000000000000000000000000000000
CHEMBL249447,O=C(/C=C/c1ccc(O)c(O)c1)O[C@@H]1C[C@](O)(C(=O)O)C[C@@H](OC(=O)/C=C/c2ccc(O)c(O)c2)[C@H]1O,16400,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,,Inhibition of human amyloid beta (1 to 42) aggregation after 24 hrs by thioflavin-T fluorescence assay,Bioorg Med Chem,2012,4.2148703286112195,377.44000000000017,3.8639000000000028,0,5,59.75,5,00000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000010000000000000001000000000000000000000000000100000000100000001000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000100000000001000000000000000000000000000100000000000000000000001000000000000000000000000000000000000000000000000000000000000001000000000000000100001000010000000000000000000000000000000001000010000000000000000000000000000100000000000000000000000000000000000000000000000000100000000100000000000000000000000000000000000000000000000100000000000000000000000000000000000100000000000000000000000010000000000001000000000000000000000000000000100000000000000000000000000000000000000000000000000000000001000000000010000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000001000000000000000001000000000000000000000000000000001000000000000100000000000000000000000000000000000000000000000000000011000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000001000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000001000000000000000000000000000001000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000010000000000010000100000000000000000000000000000000000000000000001000000000000000001000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000001000000000000000000100000000100000000000000000000000000000000000000000000000
CHEMBL249448,O=C(/C=C/c1ccc(O)c(O)c1)O[C@@H]1[C@H](O)C[C@@](O)(C(=O)O)C[C@H]1OC(=O)/C=C/c1ccc(O)c(O)c1,4700,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,,Inhibition of human amyloid beta (1 to 42) aggregation after 24 hrs by thioflavin-T fluorescence assay,Bioorg Med Chem,2012,3.6721902511882525,380.40400000000017,1.5965000000000003,0,8,88.77,5,00000000000000000000000000000000000000000000000000000000000000000000000000100000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000010000000000000001000000000000000000000000000100000000100000001000000000000000000000000000000000000000000000000000000010000000000000000000000000000100000000000000000000000000000000000000001000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000100000000001000000000000000000000000000100000000000000000000001000000000000000000000000000000000000000000000000000000000000001000000000000000000000000010000000000000000000000000000000001000010000000000000000000000000000100000000000000000000000000000000000000000000000000100000000100000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000010000000000001000000000000000000000000000000100000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000011000000000000000000000000000000000000000000000000000000000000000000000010000000000000001000000000001000000000000000000000000000100000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000010000000000000000000000001000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000010000000000010000100000000000000000000000000000000000000001000001000000000010000001000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000001000000000000000000100000000000000000000000000000000000000000000000000000000
CHEMBL177126,O=C(/C=C/c1ccc(O)c(O)c1)O[C@H]1[C@H](O)C[C@](O)(C(=O)O)C[C@H]1OC(=O)/C=C/c1ccc(O)c(O)c1,100,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,,Inhibition of human amyloid beta (1 to 42) aggregation after 24 hrs by thioflavin-T fluorescence assay,Bioorg Med Chem,2012,2.0043213737826426,303.31399999999996,1.3165,0,6,68.97999999999999,4,00000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000010000000000000001000000000000000000000000000100000000100000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000100000000001000000000000000000000000000100000000000000000000001000000000000000000000000000000000000000000000000000000000000001000000000000000000000000010000000000000000000000000000000001000010000000000000000000000000000100000000000000000000000000000000000000000000000000100000000100000000000000100000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000010000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000011000000000000000000000001000000000000000000000000000000000001000000000000000000000000001000000000001000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000010000000000010000100000000000000000000000000000000000000001000001000000000000000001000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000001000000000000000000100000000000000000000000000000000000000000000000000000000
CHEMBL2146607,O=C(/C=C/c1ccc(O)c(O)c1)O[C@H]1[C@H](O)C[C@](OC(=O)/C=C/c2ccc(O)c(O)c2)(C(=O)O)C[C@H]1OC(=O)/C=C/c1ccc(O)c(O)c1,2200,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,,Inhibition of human amyloid beta (1 to 42) aggregation after 24 hrs by thioflavin-T fluorescence assay,Bioorg Med Chem,2012,3.342620042553348,391.46700000000016,3.9390000000000027,0,5,59.75,6,00000000000000000000000000000100000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000010000000000000001000000000000000000000000000100000000100000001000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000100000100000000001000000000000000000000000000100000000000000000000001000000000000000000000000000000000000000000000000000000000000001000000000000000000100000010000000000000000000000000000000001000010000000000000000000000000100100000000000000000000000000000000000000000000000000100000000100000000000000000000000000000000000000000000000100000000000000000000000000000000000100000000000000000000000010000000000001000000001000000000000000000000100000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000001000000000000100000000000000000000000000000000000000000000000000000011000000000000000000000000000000000000000000000000000000000000000000000000001000000000001000000000001000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000001000100000000000000000000000000000000000010000000000010000100000000000000000000000000000000000000000000001000000000000000001000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000001000000000000000000100000000000000000000000000000000000000000000000000000000
CHEMBL499997,O=C(/C=C/c1ccc(O)c(O)c1)O[C@@H]1C[C@](O)(C(=O)O)C[C@@H](OC(=O)/C=C/c2ccc(O)c(O)c2)[C@H]1OC(=O)/C=C/c1ccc(O)c(O)c1,300,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,,Inhibition of human amyloid beta (1 to 42) aggregation after 24 hrs by thioflavin-T fluorescence assay,Bioorg Med Chem,2012,2.4785664955938436,392.45500000000015,2.802100000000001,0,6,62.99,6,00000000000000000000000000000000000000000000000000000000000000000000000000100000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000010000000000000001000000000000000000000000000100000000100000001000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000100000000001000000000000000000000000000100000000000000000000001000000000000000000000000000000000000000000000000000000000000001001000000000000000000000010000000000000000000000000000000001000010000000000000000000000000000100000000000000000000000000000000000000000000000000100000000100000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000010000000000001000000001000000000000000000000100000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000011000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000001000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000010000000001000000000000000000000000000000000000000000000000000000001000100000000001000001000000000000000000010000000000010000100000000000000000000000000000000000000000000001000000000000000001000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000001000000000000000000100000000000000000000000000000000000000000000000000000000
CHEMBL2146608,COC(=O)[C@]1(O)C[C@@H](OC(=O)/C=C/c2ccc(O)c(O)c2)[C@@H](OC(=O)/C=C/c2ccc(O)c(O)c2)[C@H](OC(=O)/C=C/c2ccc(O)c(O)c2)C1,3000,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,,Inhibition of human amyloid beta (1 to 42) aggregation after 24 hrs by thioflavin-T fluorescence assay,Bioorg Med Chem,2012,3.477265995424853,428.5760000000002,6.176600000000008,0,4,24.940000000000005,8,00000000000000000000000001000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000001000000000000000000000000000000000100000100000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000001000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000101000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000100000000000000100000001000000
CHEMBL2179241,Nc1c(S(=O)(=O)c2ccc(Cl)cc2)cnc2cc(-c3ccccc3)nn12,2300,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,,Inhibition of aggregation of human DHFR-fused amyloid beta (1 to 42) expressed in yeast harboring erg6delta assessed as increase in yeast viability measured up to 20 hrs in presence of MTX,J Med Chem,2012,3.3619166186686433,406.482,3.738000000000002,3,5,75.74000000000001,10,01000000000001000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000001100000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000001000000000000000000000000000000000000000000000000000000000001000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000001000000001000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100100000000000000000000000000000000001000000000000000001000000000000000000000000000000100000000000000000000000001000000000000000000000000000000000000010000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000010001000000000000000000000010000000000000000000000000000010000000000000000000000000000000000000000010000000000000000000000000000100000000000000000000000000000000000010000000000000000010001000000000000000000000000000000001000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000100001000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000100000000000001010000000000000000000000000000000000000000000000000001000000000
